"Source:","D:\docs\GitHub\DIY\zx\pentagon 128 portable\schematic\Pentagon128 portable\pentagon 128 portable.sch"
"Date:","19/09/2020 16:18:23"
"Tool:","Eeschema (5.1.6)-1"
"Generator:","C:\Program Files\KiCad\bin\scripting\plugins/bom_csv_grouped_by_value.py"
"Component Count:","155"

"Individual Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Arrow Part Number","Description","Height","Manufacturer_Name","Manufacturer_Part_Number","Mouser Part Number","Mouser Price/Stock"
"38","2","R17, R18","4.7k","SamacSys_Parts:4.7k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1/16W 4.7K ohm 1% 50ppm","0.35","YAGEO (PHYCOMP)","RT0402FRE074K7L","603-RT0402FRE074K7L","https://www.mouser.com/Search/Refine.aspx?Keyword=603-RT0402FRE074K7L"
"39","7","R19, R20, R24, R25, R26, R27, R28","1k","SamacSys_Parts:1k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_9.pdf","","Thin Film Resistors - SMD 1K ohm 1% 1/16W","0.35","YAGEO (PHYCOMP)","RT0402FRE071KL","603-RT0402FRE071KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE071KL?qs=BXCcY9r%252B08AJmLKodK5LLA%3D%3D"
"40","2","R21, R22","2k","SamacSys_Parts:2k","RESC1005X35N","http://www.yageo.com/documents/recent/PYu-RT_1-to-0.01_RoHS_L_8.pdf","","Thin Film Resistors - SMD 1/16W 2K ohm 1% 50ppm","0.35","YAGEO (PHYCOMP)","RT0402FRE072KL","603-RT0402FRE072KL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE072KL?qs=BXCcY9r%252B08AaoyuNta8Ffg%3D%3D"
"41","5","R29, R30, R31, R32, R33","1.5k","SamacSys_Parts:1.5k","RESC1005X37N","http://www.vishay.com/docs/28705/mcx0x0xpro.pdf","","Vishay Resistor Chip 0402","0.37","Vishay","MCS04020C1501FE000","594-MCS04020C1501FE0","https://www.mouser.co.uk/ProductDetail/Vishay-Beyschlag/MCS04020C1501FE000?qs=7ZE6F4QMOBb1CssuhAOnZw%3D%3D"
"42","1","R35","620","SamacSys_Parts:620","RESC1005X35N","","","TE Connectivity CPF Series Precision Thin Film Surface Mount Resistor 0402 Case 620 +/-0.1% 0.063W +/-25ppm/C","0.35","TE Connectivity","CPF0402B620RE1","",""
"43","1","R37","430","SamacSys_Parts:430","RESC1005X35N","https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_11.pdf","","Thin Film Resistors - SMD","0.35","YAGEO (PHYCOMP)","RT0402FRE07430RL","603-RT0402FRE07430RL","https://www.mouser.co.uk/ProductDetail/Yageo/RT0402FRE07430RL?qs=gY0y7AQI9SOig4wFT5o%2FZQ%3D%3D"
"44","1","SW1","SW_Push","Switch:SW_Push","Button_Switch_SMD:SW_DIP_SPSTx01_Slide_6.7x4.1mm_W6.73mm_P2.54mm_LowProfile_JPin","~","","","","","","",""
"45","1","SW2","FIRE","Switch:SW_Push","","~","","","","","","",""
"46","1","SW3","UP","Switch:SW_Push","","~","","","","","","",""
"47","1","SW4","DOWN","Switch:SW_Push","","~","","","","","","",""
"48","1","SW5","LEFT","Switch:SW_Push","","~","","","","","","",""
"49","1","SW6","RIGHT","Switch:SW_Push","","~","","","","","","",""
"50","1","U1","STM32F469IITx","MCU_ST_STM32F4:STM32F469IITx","Package_QFP:LQFP-176_24x24mm_P0.5mm","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/DM00219980.pdf","","","","","","",""
"51","1","U2","YM2149","Audio:YM2149","Package_DIP:DIP-40_W15.24mm","http://www.ym2149.com/ym2149.pdf","","","","","","",""
"52","1","U6","74LS244","74xx:74LS244","Package_SO:SSOP-20_5.3x7.2mm_P0.65mm","http://www.ti.com/lit/gpn/sn74LS244","","","","","SN74LS244DBR "," 595-SN74LS244DBR ",""
"53","1","U7","74LS175","74xx:74LS175","Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm","http://www.ti.com/lit/gpn/sn74LS175","","","","",""," 595-SN74LS175DR ",""
"54","1","Y1","32.768HKz","SamacSys_Parts:32.768HKz","ECS32712517XTR","https://www.ecsxtal.com/store/pdf/ecx-306x.pdf","","Crystals 32.768 KHz 12.5pF","2.5","ECS","ECS-.327-12.5-17X-TR","520-ECS327-12.5-17X","https://www.mouser.co.uk/ProductDetail/ECS/ECS-327-125-17X-TR?qs=CkbNAJEAr%2FTBahk9YtN2eg%3D%3D"
"55","1","Y2","ABM3B-8.000MHZ-10-1-U-T","Device:Crystal_GND24_Small","Crystal:Crystal_SMD_Abracon_ABM3B-4Pin_5.0x3.2mm","~","","","","",""," 815-ABM3B8MHZ101UT ",""
